transaction_id,user_name,age,country,product_category,purchase_amount,payment_method,transaction_date
39085,Isabella Hall,18,Brazil,Grocery,222.49,PayPal,2023-08-17
36063,Elijah Walker,44,Australia,Beauty,314.17,PayPal,2023-08-17
24696,Olivia Thompson,53,Brazil,Toys,923.08,PayPal,2023-08-17
26370,Isabella Anderson,40,Brazil,Sports,651.39,Cash on Delivery,2023-08-17
13082,Ava Allen,33,Australia,Electronics,462.97,PayPal,2023-08-17
30165,Liam Lewis,35,Mexico,Clothing,252.61,Debit Card,2023-08-17
13143,Oliver Thompson,64,USA,Home & Kitchen,312.25,Credit Card,2023-08-17
12231,Noah Clark,39,USA,Sports,344.75,Cash on Delivery,2023-08-17
49607,Noah Lewis,41,France,Home & Kitchen,883.21,PayPal,2023-08-17
42723,Oliver Allen,57,France,Grocery,261.21,Debit Card,2023-08-17
16696,Emma Harris,62,France,Clothing,287.75,UPI,2023-08-17
4485,James Harris,32,Brazil,Toys,42.07,Net Banking,2023-08-17
8485,Olivia Allen,48,France,Beauty,420.32,UPI,2023-08-18
29982,Ava Thompson,33,Japan,Clothing,453.72,Debit Card,2023-08-18
5962,Isabella Walker,51,Brazil,Books,266.2,Net Banking,2023-08-18
42552,Sophia Hall,69,Brazil,Home & Kitchen,230.45,Credit Card,2023-08-18
16067,Liam Rodriguez,51,Japan,Sports,968.43,Debit Card,2023-08-18
2491,Isabella Lewis,30,UK,Clothing,256.45,Cash on Delivery,2023-08-18
10738,Elijah Walker,59,Canada,Toys,905.45,Debit Card,2023-08-18
27510,Noah Lewis,42,Japan,Sports,592.2,Net Banking,2023-08-18
10957,Liam Harris,29,USA,Electronics,76.54,Cash on Delivery,2023-08-18
9410,Isabella Allen,48,Germany,Home & Kitchen,89.44,Credit Card,2023-08-18
28225,Isabella Rodriguez,64,India,Toys,903.96,Net Banking,2023-08-18
47741,Ava Thompson,35,USA,Electronics,337.24,Cash on Delivery,2023-08-18
39384,Elijah Hall,65,Germany,Electronics,104.86,Credit Card,2023-08-18
5631,Elijah White,51,France,Home & Kitchen,909.6,UPI,2023-08-18
29631,Elijah Lewis,26,Mexico,Beauty,674.92,PayPal,2023-08-18
18393,Olivia Anderson,47,India,Grocery,30.62,Cash on Delivery,2023-08-18
41095,Oliver Clark,18,Mexico,Toys,127.76,Credit Card,2023-08-18
14688,Liam Harris,23,Japan,Sports,477.44,PayPal,2023-08-18
39322,Sophia Clark,67,Australia,Sports,168.23,PayPal,2023-08-18
8164,Isabella Walker,19,India,Beauty,406.82,UPI,2023-08-18
33643,Liam White,61,UK,Grocery,666.8,Net Banking,2023-08-18
21350,Oliver Hall,20,UK,Beauty,789.49,Cash on Delivery,2023-08-18
46579,Liam Hall,22,UK,Grocery,969.99,Credit Card,2023-08-18
1263,Elijah Lewis,61,Australia,Books,933.04,Debit Card,2023-08-18
9462,Sophia Anderson,56,Germany,Sports,740.25,UPI,2023-08-18
16569,Liam Rodriguez,50,Germany,Beauty,332.03,UPI,2023-08-18
8654,Isabella Harris,64,Japan,Books,704.27,Credit Card,2023-08-18
12160,Liam Harris,61,Australia,Sports,284.24,Cash on Delivery,2023-08-18
18676,Noah Thompson,59,USA,Grocery,662.71,PayPal,2023-08-18
6586,Emma Walker,34,UK,Home & Kitchen,841.88,Net Banking,2023-08-18
7352,Olivia Clark,35,UK,Toys,858.91,Net Banking,2023-08-18
34798,Isabella Lewis,33,Canada,Toys,701.07,Cash on Delivery,2023-08-18
31620,Isabella Anderson,60,UK,Clothing,258.2,UPI,2023-08-18
211,Elijah Anderson,63,Brazil,Grocery,75.34,Credit Card,2023-08-18
24784,James Walker,25,Mexico,Beauty,6.8,PayPal,2023-08-18
44579,Oliver Allen,40,Canada,Home & Kitchen,217.21,Credit Card,2023-08-18
2726,Sophia Walker,62,Australia,Beauty,590.14,Debit Card,2023-08-18
3367,Isabella Thompson,38,Japan,Grocery,931.91,Credit Card,2023-08-18
39121,Noah White,31,UK,Grocery,115.7,UPI,2023-08-18
15619,Isabella Walker,61,Mexico,Electronics,24.22,UPI,2023-08-18
44439,Olivia Thompson,69,UK,Beauty,247.09,Debit Card,2023-08-18
49080,James Walker,51,Australia,Electronics,407.3,Credit Card,2023-08-18
27724,Olivia Hall,69,France,Grocery,56.31,Credit Card,2023-08-18
9007,Emma Clark,23,Germany,Clothing,113.26,Net Banking,2023-08-18
5555,Emma Allen,62,Mexico,Toys,433.09,UPI,2023-08-18
31623,Elijah Rodriguez,37,Mexico,Electronics,198.87,Debit Card,2023-08-18
47400,Oliver Anderson,53,India,Clothing,573.39,UPI,2023-08-18
16291,Liam Hall,40,Brazil,Books,384.03,Net Banking,2023-08-18
32527,James Clark,20,Japan,Beauty,461.69,Debit Card,2023-08-18
20360,Emma Thompson,57,Brazil,Home & Kitchen,244.93,UPI,2023-08-18
20423,Elijah Allen,64,Brazil,Beauty,753.2,Net Banking,2023-08-18
16209,Noah Walker,27,UK,Books,328.85,Credit Card,2023-08-18
25160,Noah Anderson,54,Japan,Toys,688.46,Cash on Delivery,2023-08-18
34244,James White,58,India,Sports,671.74,Debit Card,2023-08-18
3057,Sophia Walker,67,Germany,Electronics,525.4,PayPal,2023-08-18
9814,Isabella Thompson,21,Australia,Toys,919.57,Credit Card,2023-08-18
15473,Oliver Anderson,46,Japan,Electronics,976.4,Credit Card,2023-08-18
40941,Isabella Walker,51,Canada,Electronics,554.33,PayPal,2023-08-18
41730,Noah Hall,58,Australia,Beauty,871.82,PayPal,2023-08-18
38246,James White,29,India,Books,572.29,Debit Card,2023-08-18
13555,Ava Lewis,52,France,Beauty,34.35,Cash on Delivery,2023-08-18
20096,Oliver Anderson,27,India,Grocery,300.85,PayPal,2023-08-19
6013,Emma Lewis,58,Japan,Clothing,479.93,Net Banking,2023-08-19
2050,Noah Walker,53,Australia,Home & Kitchen,84.38,Cash on Delivery,2023-08-19
34110,Isabella Lewis,65,USA,Home & Kitchen,968.05,UPI,2023-08-19
10860,Isabella White,41,Japan,Beauty,613.13,Cash on Delivery,2023-08-19
36847,Ava Rodriguez,44,UK,Grocery,303.93,Net Banking,2023-08-19
17505,Olivia Harris,20,Japan,Home & Kitchen,14.38,Net Banking,2023-08-19
39995,Noah Walker,70,Mexico,Sports,467.77,PayPal,2023-08-19
34353,James Walker,22,Japan,Books,534.16,PayPal,2023-08-19
46758,Liam Allen,61,France,Grocery,626.78,Credit Card,2023-08-19
32897,Sophia Harris,58,Germany,Electronics,366.86,Cash on Delivery,2023-08-19
7026,Oliver Rodriguez,55,Germany,Home & Kitchen,925.47,PayPal,2023-08-19
31514,James Walker,46,Brazil,Beauty,463.42,Cash on Delivery,2023-08-19
7307,Emma Hall,48,Germany,Toys,395.38,Cash on Delivery,2023-08-19
41523,Elijah Walker,69,UK,Grocery,583.24,Credit Card,2023-08-19
20175,Olivia Walker,68,India,Grocery,35.59,Net Banking,2023-08-19
18344,Noah Walker,41,Brazil,Beauty,11.65,UPI,2023-08-19
38783,Elijah Clark,64,Canada,Grocery,990.17,UPI,2023-08-19
48594,Ava Rodriguez,55,Canada,Grocery,528.08,PayPal,2023-08-19
47106,Oliver Thompson,63,Germany,Beauty,640.43,Net Banking,2023-08-19
32737,James Clark,37,Mexico,Books,486.97,Credit Card,2023-08-19
49318,Olivia Thompson,68,Japan,Beauty,392.29,UPI,2023-08-19
4520,James Anderson,22,India,Books,357.1,UPI,2023-08-19
46614,Liam Anderson,57,Germany,Books,387.89,Cash on Delivery,2023-08-19
38788,Elijah Lewis,20,Brazil,Clothing,760.05,Cash on Delivery,2023-08-19
31722,Emma Allen,33,Germany,Beauty,398.36,Net Banking,2023-08-19
12354,Liam Anderson,42,Canada,Sports,271.69,UPI,2023-08-19
7736,Oliver Harris,52,India,Clothing,689.11,UPI,2023-08-19
27932,Oliver Allen,24,Japan,Beauty,58.95,PayPal,2023-08-19
10638,Emma White,65,India,Electronics,922.91,Debit Card,2023-08-19
6431,Ava Harris,64,India,Home & Kitchen,500.36,UPI,2023-08-19
3003,Elijah Hall,39,UK,Electronics,147.32,PayPal,2023-08-19
39294,Sophia Anderson,53,France,Sports,95.55,UPI,2023-08-19
2871,Ava Anderson,57,Germany,Books,723.65,PayPal,2023-08-19
33563,Isabella Thompson,61,Mexico,Toys,229.39,Cash on Delivery,2023-08-19
25162,Emma Clark,43,Germany,Beauty,413.4,Debit Card,2023-08-19
26925,James Walker,53,Canada,Clothing,886.13,Cash on Delivery,2023-08-19
34176,James Clark,52,Japan,Beauty,591.5,Debit Card,2023-08-19
48148,Oliver Rodriguez,55,USA,Books,931.75,Credit Card,2023-08-19
7142,Sophia Walker,21,Australia,Sports,445.66,Net Banking,2023-08-19
40364,Noah Hall,37,Japan,Books,372.0,Net Banking,2023-08-19
47782,Elijah Allen,49,India,Clothing,303.52,Net Banking,2023-08-19
3604,Isabella Anderson,70,Brazil,Books,628.43,Credit Card,2023-08-19
44827,Ava Allen,53,USA,Clothing,113.51,Debit Card,2023-08-19
23437,Oliver Walker,39,Canada,Electronics,523.14,Cash on Delivery,2023-08-19
16235,Liam Walker,41,Mexico,Toys,455.38,PayPal,2023-08-19
35100,Liam Thompson,27,Japan,Electronics,737.57,PayPal,2023-08-19
2852,Elijah Clark,54,Brazil,Clothing,257.45,Net Banking,2023-08-19
14169,Oliver Rodriguez,25,Brazil,Books,832.07,UPI,2023-08-19
34143,Liam Harris,23,India,Books,795.68,Cash on Delivery,2023-08-19
7412,Oliver Thompson,39,India,Toys,35.93,Net Banking,2023-08-19
35881,Sophia Anderson,61,UK,Grocery,318.56,PayPal,2023-08-19
30411,Sophia Harris,44,India,Books,459.16,Debit Card,2023-08-19
13873,Isabella Anderson,34,Canada,Home & Kitchen,773.95,Debit Card,2023-08-19
18686,Isabella Hall,38,Japan,Clothing,237.67,Net Banking,2023-08-19
5654,Oliver Anderson,61,Brazil,Home & Kitchen,873.29,PayPal,2023-08-19
4995,Sophia Rodriguez,23,UK,Beauty,662.82,Net Banking,2023-08-19
25374,Elijah White,47,France,Sports,111.92,Credit Card,2023-08-19
43116,Emma Clark,46,Australia,Home & Kitchen,256.0,Cash on Delivery,2023-08-19
45759,Liam Allen,68,USA,Grocery,813.4,Debit Card,2023-08-19
40112,James Lewis,66,Germany,Electronics,753.03,Credit Card,2023-08-19
44030,James White,26,USA,Electronics,824.21,PayPal,2023-08-19
12113,James Walker,51,USA,Books,927.44,Credit Card,2023-08-19
22344,Oliver Harris,19,USA,Grocery,340.21,UPI,2023-08-19
22433,Noah White,47,India,Sports,976.04,Net Banking,2023-08-19
27306,Sophia Allen,18,Mexico,Grocery,345.65,Cash on Delivery,2023-08-19
24918,Olivia Hall,56,Australia,Electronics,411.79,PayPal,2023-08-20
9216,Elijah White,67,Canada,Toys,928.56,PayPal,2023-08-20
20719,Ava Walker,55,Australia,Electronics,178.69,PayPal,2023-08-20
15665,Oliver Hall,62,UK,Electronics,436.26,PayPal,2023-08-20
29041,Sophia Thompson,65,Canada,Clothing,714.88,UPI,2023-08-20
13819,Olivia Hall,69,USA,Beauty,884.61,Net Banking,2023-08-20
40749,James White,65,Mexico,Toys,539.04,Net Banking,2023-08-20
1000,Sophia Lewis,24,UK,Toys,964.2,Net Banking,2023-08-20
16720,Noah Allen,33,France,Clothing,901.37,Debit Card,2023-08-20
7148,Noah Thompson,38,France,Clothing,276.14,Cash on Delivery,2023-08-20
20576,Sophia Lewis,63,France,Clothing,540.47,Credit Card,2023-08-20
24112,Emma Walker,66,USA,Sports,494.36,PayPal,2023-08-20
41905,Sophia Lewis,59,Mexico,Books,651.63,Net Banking,2023-08-20
44355,Elijah Clark,28,Japan,Toys,139.63,Cash on Delivery,2023-08-20
14032,Isabella Walker,68,Mexico,Sports,938.4,Net Banking,2023-08-20
39694,Sophia Harris,60,Japan,Beauty,485.81,Credit Card,2023-08-20
48186,Isabella Lewis,57,UK,Books,11.02,UPI,2023-08-20
28989,Liam Allen,23,Canada,Beauty,764.08,Debit Card,2023-08-20
28893,Emma Rodriguez,22,Japan,Sports,7.74,PayPal,2023-08-20
43580,Emma Hall,67,USA,Electronics,183.63,Credit Card,2023-08-20
36341,Isabella Thompson,48,India,Clothing,673.65,Debit Card,2023-08-20
44710,Noah Lewis,49,Canada,Beauty,434.85,Cash on Delivery,2023-08-20
28539,Ava Hall,58,USA,Home & Kitchen,954.77,Debit Card,2023-08-20
16529,Ava White,59,Brazil,Sports,386.28,Cash on Delivery,2023-08-20
25701,Sophia Allen,36,France,Sports,763.71,Net Banking,2023-08-20
14971,Liam Rodriguez,43,France,Electronics,145.52,Debit Card,2023-08-20
22165,Noah Clark,35,USA,Toys,115.2,Credit Card,2023-08-20
33058,Sophia Clark,43,Canada,Grocery,703.37,Debit Card,2023-08-20
46528,Oliver White,19,Canada,Beauty,522.69,PayPal,2023-08-20
42440,Elijah Harris,29,USA,Sports,477.74,UPI,2023-08-20
42435,Elijah Lewis,48,UK,Beauty,231.73,Net Banking,2023-08-20
26139,Olivia Harris,30,India,Home & Kitchen,735.18,Debit Card,2023-08-20
39971,Oliver Hall,37,Canada,Home & Kitchen,956.0,UPI,2023-08-20
41060,Oliver Thompson,63,Canada,Clothing,44.1,Net Banking,2023-08-20
21187,Oliver Harris,69,Germany,Toys,570.02,UPI,2023-08-20
41020,Elijah Allen,25,Japan,Clothing,328.37,UPI,2023-08-20
2526,Elijah Thompson,48,France,Toys,573.34,Credit Card,2023-08-20
19360,Elijah Allen,53,Japan,Beauty,485.41,Net Banking,2023-08-20
40338,Oliver Harris,45,Japan,Books,825.85,Cash on Delivery,2023-08-20
46796,Olivia Harris,23,USA,Sports,689.24,Net Banking,2023-08-20
44874,Olivia White,51,India,Beauty,527.35,Net Banking,2023-08-20
28181,Noah Harris,62,Japan,Clothing,403.23,Net Banking,2023-08-20
46881,Sophia Allen,70,Brazil,Home & Kitchen,828.63,UPI,2023-08-20
20931,James Rodriguez,60,Germany,Grocery,114.37,Credit Card,2023-08-20
33485,Isabella Lewis,66,Japan,Sports,548.04,UPI,2023-08-20
47558,Oliver Walker,39,UK,Beauty,603.29,Cash on Delivery,2023-08-20
18485,Liam Anderson,20,Japan,Home & Kitchen,573.09,PayPal,2023-08-20
28850,Elijah Hall,50,Australia,Clothing,467.55,Cash on Delivery,2023-08-20
40629,Liam Allen,52,UK,Clothing,851.39,Debit Card,2023-08-20
6720,Noah Walker,34,Mexico,Sports,228.97,UPI,2023-08-20
37899,Olivia Thompson,24,Australia,Grocery,375.09,Cash on Delivery,2023-08-20
31968,James Clark,38,USA,Grocery,165.43,Debit Card,2023-08-20
37148,Isabella Anderson,24,Germany,Sports,390.72,PayPal,2023-08-20
8223,Olivia Walker,23,UK,Beauty,355.64,Net Banking,2023-08-20
220,Liam Rodriguez,68,Mexico,Electronics,815.31,PayPal,2023-08-20
17152,Emma Thompson,40,Brazil,Toys,111.22,Cash on Delivery,2023-08-20
10432,James Hall,57,France,Grocery,273.21,UPI,2023-08-20
38863,Olivia Clark,66,Australia,Clothing,172.86,UPI,2023-08-20
31567,Sophia White,53,UK,Toys,750.06,PayPal,2023-08-20
31962,Sophia Harris,36,Germany,Home & Kitchen,112.61,Cash on Delivery,2023-08-20
17571,James Lewis,65,Japan,Toys,879.91,UPI,2023-08-20
18005,Noah Allen,46,USA,Clothing,683.88,UPI,2023-08-20
39194,Olivia Walker,33,Canada,Home & Kitchen,244.7,PayPal,2023-08-20
30062,Olivia Walker,55,Canada,Electronics,664.73,Credit Card,2023-08-20
6804,Liam Lewis,53,UK,Books,481.1,Credit Card,2023-08-20
14011,Elijah Allen,18,Japan,Home & Kitchen,303.6,Credit Card,2023-08-21
6751,Ava Harris,54,India,Toys,304.39,PayPal,2023-08-21
45711,Olivia Anderson,36,Germany,Home & Kitchen,891.74,Cash on Delivery,2023-08-21
11105,Emma White,18,Mexico,Sports,871.57,UPI,2023-08-21
43593,Emma Rodriguez,38,USA,Beauty,898.03,Credit Card,2023-08-21
31045,James Rodriguez,23,Brazil,Toys,733.48,Cash on Delivery,2023-08-21
20755,James Anderson,59,Brazil,Toys,238.48,Debit Card,2023-08-21
33954,Ava Allen,70,Japan,Grocery,182.88,PayPal,2023-08-21
39770,Liam Hall,20,Mexico,Electronics,125.78,PayPal,2023-08-21
12777,James Lewis,52,Japan,Grocery,250.95,PayPal,2023-08-21
8020,Sophia White,56,France,Clothing,902.58,Cash on Delivery,2023-08-21
19746,Emma Anderson,66,Canada,Electronics,357.68,Cash on Delivery,2023-08-21
19257,Ava Hall,26,Canada,Beauty,173.26,Debit Card,2023-08-21
30093,Noah Harris,33,USA,Electronics,410.82,Debit Card,2023-08-21
8351,Oliver Allen,46,Mexico,Books,209.78,UPI,2023-08-21
19229,Oliver Thompson,57,Mexico,Home & Kitchen,700.47,Debit Card,2023-08-21
20920,Emma Allen,68,Germany,Electronics,418.5,Net Banking,2023-08-21
14487,Ava Allen,42,Australia,Sports,199.7,Cash on Delivery,2023-08-21
5680,Ava Anderson,68,Mexico,Sports,145.3,Cash on Delivery,2023-08-21
49568,Sophia Allen,29,Australia,Electronics,808.94,Net Banking,2023-08-21
7802,Isabella Rodriguez,41,UK,Home & Kitchen,810.17,PayPal,2023-08-21
22969,Elijah Rodriguez,26,UK,Sports,707.18,Cash on Delivery,2023-08-21
45240,Isabella Walker,39,USA,Grocery,435.02,Credit Card,2023-08-21
17385,Noah Walker,50,Canada,Beauty,639.61,PayPal,2023-08-21
21248,Noah Anderson,35,Japan,Sports,646.28,Cash on Delivery,2023-08-21
3764,Noah Walker,41,India,Grocery,304.88,Net Banking,2023-08-21
47059,Elijah Harris,55,USA,Clothing,249.31,PayPal,2023-08-21
31735,Elijah Anderson,36,India,Electronics,487.4,PayPal,2023-08-21
38791,Olivia Walker,18,Australia,Home & Kitchen,471.8,PayPal,2023-08-21
39045,Liam Rodriguez,27,Mexico,Home & Kitchen,612.47,Cash on Delivery,2023-08-21
46010,Ava White,40,USA,Grocery,31.25,UPI,2023-08-21
7637,Sophia Rodriguez,40,Mexico,Books,405.87,Credit Card,2023-08-21
5934,Isabella Harris,47,India,Toys,367.35,Credit Card,2023-08-21
46839,James Rodriguez,41,UK,Clothing,836.54,Debit Card,2023-08-21
46500,James Harris,19,Germany,Clothing,451.27,Cash on Delivery,2023-08-21
8076,Isabella Hall,57,UK,Electronics,753.05,Net Banking,2023-08-21
1521,Sophia Anderson,64,UK,Electronics,313.59,Debit Card,2023-08-21
16344,Ava Anderson,21,Mexico,Electronics,350.04,PayPal,2023-08-21
26133,Liam Anderson,18,Mexico,Home & Kitchen,436.79,UPI,2023-08-21
47379,Liam Hall,18,Australia,Electronics,932.37,PayPal,2023-08-21
13351,Isabella Clark,65,USA,Toys,422.67,UPI,2023-08-21
9442,Ava White,50,UK,Electronics,547.78,UPI,2023-08-21
8853,Oliver Rodriguez,21,France,Books,688.33,Debit Card,2023-08-21
46429,Isabella White,56,Mexico,Electronics,635.71,PayPal,2023-08-21
17303,Olivia White,69,UK,Electronics,508.18,Credit Card,2023-08-21
38779,Elijah Anderson,54,India,Home & Kitchen,453.3,Net Banking,2023-08-21
29595,James Rodriguez,64,UK,Clothing,887.09,Debit Card,2023-08-21
47864,Ava Rodriguez,46,Brazil,Books,967.24,Net Banking,2023-08-21
14901,Elijah Harris,18,Japan,Home & Kitchen,395.79,PayPal,2023-08-21
15160,Liam Walker,36,Canada,Electronics,333.19,Debit Card,2023-08-21
46219,Noah Walker,38,Mexico,Electronics,83.56,Net Banking,2023-08-21
23694,Isabella Rodriguez,56,Canada,Home & Kitchen,600.5,Debit Card,2023-08-21
10279,Sophia Clark,59,Japan,Beauty,744.48,PayPal,2023-08-21
16527,Emma Rodriguez,64,Australia,Clothing,213.67,Net Banking,2023-08-21
21176,Elijah Walker,56,Australia,Clothing,435.19,PayPal,2023-08-21
11483,Olivia Walker,21,Australia,Clothing,528.76,Debit Card,2023-08-21
49245,Elijah Thompson,18,USA,Home & Kitchen,311.23,UPI,2023-08-21
25603,Isabella Rodriguez,28,France,Clothing,497.3,Net Banking,2023-08-21
7284,Oliver Lewis,43,UK,Home & Kitchen,122.29,Debit Card,2023-08-21
16943,Elijah Harris,67,Germany,Electronics,75.06,Net Banking,2023-08-21
49638,James Thompson,33,USA,Sports,870.6,UPI,2023-08-21
43223,Olivia Rodriguez,35,UK,Sports,629.93,Cash on Delivery,2023-08-21
37279,Ava Rodriguez,54,Germany,Grocery,505.48,Credit Card,2023-08-21
16026,Sophia White,41,Mexico,Clothing,668.37,UPI,2023-08-21
36087,Elijah Thompson,32,Brazil,Beauty,201.79,UPI,2023-08-21
28073,Elijah Rodriguez,31,France,Sports,354.04,Credit Card,2023-08-21
26844,Oliver Clark,23,Mexico,Toys,571.11,Cash on Delivery,2023-08-21
831,Emma Clark,59,Japan,Sports,409.2,Credit Card,2023-08-21
576,Noah Anderson,33,India,Home & Kitchen,907.66,Debit Card,2023-08-21
30152,James Clark,21,UK,Sports,941.28,Debit Card,2023-08-21
40235,Sophia Lewis,68,Japan,Beauty,974.48,Credit Card,2023-08-21
34907,Isabella Hall,65,Germany,Sports,765.94,Net Banking,2023-08-21
31435,James Allen,61,UK,Beauty,850.21,Cash on Delivery,2023-08-22
41623,Ava Thompson,48,Brazil,Electronics,173.39,PayPal,2023-08-22
48409,Olivia Harris,34,Mexico,Grocery,984.49,PayPal,2023-08-22
8040,James White,43,Australia,Clothing,13.2,Debit Card,2023-08-22
42425,Ava Harris,32,UK,Sports,937.39,PayPal,2023-08-22
31761,James Rodriguez,55,UK,Clothing,727.2,PayPal,2023-08-22
44273,Isabella White,64,Brazil,Beauty,788.84,PayPal,2023-08-22
13872,Emma Clark,67,UK,Grocery,740.04,Net Banking,2023-08-22
12828,Oliver Clark,51,Australia,Home & Kitchen,461.3,Credit Card,2023-08-22
12849,Isabella Harris,18,Germany,Clothing,236.57,UPI,2023-08-22
35350,Ava Hall,40,Canada,Electronics,874.57,Net Banking,2023-08-22
31780,Isabella Hall,24,UK,Grocery,463.8,PayPal,2023-08-22
28465,James White,34,Mexico,Electronics,774.6,Net Banking,2023-08-22
20123,Ava White,24,France,Grocery,975.28,Net Banking,2023-08-22
19961,Noah White,70,Brazil,Grocery,558.15,Cash on Delivery,2023-08-22
19952,Emma Lewis,25,France,Clothing,349.68,Credit Card,2023-08-22
46516,Ava Lewis,30,UK,Grocery,436.14,UPI,2023-08-22
10781,Isabella Clark,48,UK,Books,605.16,PayPal,2023-08-22
6481,Olivia Harris,68,India,Clothing,624.23,Credit Card,2023-08-22
28702,Sophia White,69,USA,Home & Kitchen,295.55,PayPal,2023-08-22
3723,Emma Clark,63,Mexico,Home & Kitchen,934.22,Debit Card,2023-08-22
24160,Oliver Hall,49,Canada,Sports,85.86,Credit Card,2023-08-22
21420,Olivia Hall,33,Mexico,Grocery,74.8,Credit Card,2023-08-22
15951,Liam Rodriguez,67,Brazil,Grocery,315.18,Debit Card,2023-08-22
3202,Elijah Clark,25,India,Home & Kitchen,424.34,Net Banking,2023-08-22
14947,Liam Rodriguez,29,Canada,Beauty,91.41,Net Banking,2023-08-22
31914,Noah Harris,31,UK,Clothing,260.97,Cash on Delivery,2023-08-22
18298,Isabella Thompson,60,Australia,Sports,884.01,UPI,2023-08-22
44198,Sophia Clark,62,India,Grocery,662.28,PayPal,2023-08-22
753,Isabella Anderson,36,Australia,Grocery,952.88,Debit Card,2023-08-22
13824,Elijah Rodriguez,66,Germany,Clothing,636.94,Cash on Delivery,2023-08-22
43819,Elijah Harris,43,Australia,Electronics,102.93,UPI,2023-08-22
11608,Ava Clark,43,India,Electronics,938.44,Credit Card,2023-08-22
19272,Elijah Walker,22,Germany,Books,297.34,PayPal,2023-08-22
9173,Sophia Allen,66,Brazil,Home & Kitchen,376.45,PayPal,2023-08-22
18061,Liam Hall,50,India,Home & Kitchen,505.53,Net Banking,2023-08-22
26858,Olivia Thompson,20,Canada,Home & Kitchen,476.44,Cash on Delivery,2023-08-22
39691,Liam Hall,66,India,Grocery,58.59,Credit Card,2023-08-22
24947,Liam Harris,19,India,Beauty,13.84,PayPal,2023-08-22
20935,Elijah Clark,46,Mexico,Grocery,64.09,UPI,2023-08-22
38181,Elijah Lewis,62,Brazil,Toys,547.11,UPI,2023-08-22
27827,Liam Thompson,23,UK,Sports,429.54,Debit Card,2023-08-22
17363,Ava Allen,39,USA,Grocery,818.06,UPI,2023-08-22
25614,Oliver Thompson,39,Brazil,Books,243.32,Net Banking,2023-08-22
1700,Olivia Rodriguez,20,Brazil,Grocery,186.57,UPI,2023-08-22
8056,Emma White,70,Canada,Sports,11.51,Credit Card,2023-08-22
7816,Isabella Rodriguez,48,UK,Books,785.29,Net Banking,2023-08-22
8297,Sophia Rodriguez,60,Japan,Clothing,923.63,UPI,2023-08-22
3946,Olivia Rodriguez,27,France,Electronics,438.49,UPI,2023-08-22
20846,Elijah Hall,48,USA,Toys,345.18,Debit Card,2023-08-22
1425,Noah Hall,64,India,Sports,209.68,UPI,2023-08-22
9685,Liam Rodriguez,59,India,Grocery,384.0,Credit Card,2023-08-22
8810,Emma Allen,29,USA,Home & Kitchen,736.56,Debit Card,2023-08-22
14251,Olivia Clark,30,UK,Electronics,241.48,Debit Card,2023-08-22
38122,Elijah Hall,51,Canada,Electronics,646.17,PayPal,2023-08-22
30197,Isabella Hall,51,USA,Sports,866.21,Cash on Delivery,2023-08-22
46919,Isabella Thompson,69,UK,Home & Kitchen,81.38,UPI,2023-08-22
2178,Oliver Anderson,36,Germany,Books,822.32,UPI,2023-08-22
30286,Sophia Rodriguez,63,Canada,Grocery,366.28,Credit Card,2023-08-22
29821,Ava Lewis,33,Germany,Books,627.75,Debit Card,2023-08-22
41295,Olivia Thompson,41,Germany,Home & Kitchen,24.9,UPI,2023-08-22
18758,Olivia Allen,30,Canada,Grocery,643.44,Credit Card,2023-08-22
13032,Elijah Allen,22,France,Books,699.63,Net Banking,2023-08-22
8762,Sophia White,51,USA,Sports,354.32,Debit Card,2023-08-22
46869,Oliver Walker,56,USA,Electronics,990.12,PayPal,2023-08-22
5053,Olivia Rodriguez,40,Japan,Sports,134.66,Credit Card,2023-08-22
2291,Elijah Anderson,59,India,Beauty,101.34,Credit Card,2023-08-23
4287,Sophia Rodriguez,37,Australia,Books,50.26,Net Banking,2023-08-23
23351,Liam Rodriguez,66,Mexico,Clothing,284.77,Debit Card,2023-08-23
42280,Emma Rodriguez,66,Japan,Toys,349.75,Credit Card,2023-08-23
16769,Ava White,68,France,Beauty,743.31,Net Banking,2023-08-23
37697,Noah Thompson,55,France,Sports,433.69,Cash on Delivery,2023-08-23
10419,Liam Walker,63,Australia,Toys,940.89,PayPal,2023-08-23
48898,James Hall,43,India,Clothing,24.21,Debit Card,2023-08-23
48435,Liam Lewis,59,Japan,Grocery,700.79,Debit Card,2023-08-23
13368,James Allen,40,India,Electronics,715.48,Cash on Delivery,2023-08-23
38395,Noah Rodriguez,63,France,Electronics,691.65,Credit Card,2023-08-23
47330,Oliver Anderson,62,Japan,Books,743.76,Debit Card,2023-08-23
42242,Ava Walker,41,France,Electronics,58.07,Debit Card,2023-08-23
109,Olivia Thompson,19,India,Books,641.24,UPI,2023-08-23
33424,Liam Hall,31,Germany,Grocery,112.95,Debit Card,2023-08-23
46248,Emma Thompson,28,Mexico,Electronics,316.94,PayPal,2023-08-23
36201,Oliver White,20,UK,Electronics,376.62,Cash on Delivery,2023-08-23
43006,Elijah Anderson,23,Mexico,Home & Kitchen,187.84,Credit Card,2023-08-23
42742,Sophia Thompson,25,France,Toys,154.23,UPI,2023-08-23
3869,Oliver Anderson,70,India,Electronics,446.1,Cash on Delivery,2023-08-23
19634,Elijah Thompson,61,Canada,Grocery,503.85,PayPal,2023-08-23
